Date,Open,High,Low,Close,Vol.,Change %,sent_score,n_sent_pos,avg_sent_pos,n_sent_neg,avg_sent_neg,n_sent_neutr,avg_sent_neutr,n_sent_pos-1,avg_sent_pos-1,n_sent_neg-1,avg_sent_neg-1,n_sent_neutr-1,avg_sent_neutr-1,Close+1,n_sent_pos-3,avg_sent_pos-3,n_sent_neg-3,avg_sent_neg-3,n_sent_neutr-3,avg_sent_neutr-3,Close+3,n_sent_pos-7,avg_sent_pos-7,n_sent_neg-7,avg_sent_neg-7,n_sent_neutr-7,avg_sent_neutr-7,Close+7,Close+15
2020-10-03,9085.67,9087.99,9082.27,9086.54,45315916.0,0.01,0.001828316184401034,0.0,0.0,0.0,0.0,20.0,0.001828316184401034,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9058.26,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9069.41,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9232.43,9154.32
2020-10-04,9070.24,9070.24,9057.62,9058.26,2853547.0,-0.13,0.0017956550161923224,0.0,0.0,0.0,0.0,9.0,0.0017956550161923224,0.0,0.0,0.0,0.0,20.0,0.001828316184401034,9135.46,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9344.2,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9288.34,9170.28
2020-10-05,9128.82,9140.0,9128.82,9135.46,62097433.0,0.07,0.00010802034230433959,0.0,0.0,0.0,0.0,5.0,0.00010802034230433959,0.0,0.0,0.0,0.0,9.0,0.0017956550161923224,9069.41,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9257.39,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9234.03,9208.99
2020-10-06,9086.94,9095.07,9067.44,9069.41,269833291.0,-0.19000000000000003,0.00011383370413868634,0.0,0.0,0.0,0.0,6.0,0.00011383370413868634,0.0,0.0,0.0,0.0,5.0,0.00010802034230433959,9344.2,0.0,0.0,0.0,0.0,20.0,0.001828316184401034,9436.06,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9302.75,9160.78
2020-10-07,9341.48,9344.36,9338.2,9344.2,46868863.0,0.03,0.0006494433246189012,0.0,0.0,0.0,0.0,8.0,0.0006494433246189012,0.0,0.0,0.0,0.0,6.0,0.00011383370413868634,9257.39,0.0,0.0,0.0,0.0,9.0,0.0017956550161923224,9232.43,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9242.62,9390.0
2020-10-08,9257.13,9258.04,9256.92,9257.39,8660599.0,0.0,0.0004472189437364822,0.0,0.0,0.0,0.0,10.0,0.0004472189437364822,0.0,0.0,0.0,0.0,8.0,0.0006494433246189012,9436.06,0.0,0.0,0.0,0.0,5.0,0.00010802034230433959,9288.34,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9255.85,9518.16
2020-10-09,9437.06,9437.99,9435.08,9436.06,12183727.0,-0.01,0.0002493742672063526,0.0,0.0,0.0,0.0,13.0,0.0002493742672063526,0.0,0.0,0.0,0.0,10.0,0.0004472189437364822,9232.43,0.0,0.0,0.0,0.0,6.0,0.00011383370413868634,9234.03,3.825065274151436,0.7781017240142878,1.9704090513489991,-0.5709962337733001,6.344647519582246,0.0007175508610311957,9197.6,9603.27
2020-10-10,9232.45,9235.03,9231.73,9232.43,12916999.0,0.0,0.00047025133132519735,0.0,0.0,0.0,0.0,13.0,0.00047025133132519735,0.0,0.0,0.0,0.0,13.0,0.0002493742672063526,9288.34,0.0,0.0,0.0,0.0,8.0,0.0006494433246189012,9302.75,0.0,0.0,0.0,0.0,20.0,0.001828316184401034,9133.72,9537.8
2020-10-11,9285.35,9288.73,9285.0,9288.34,9933757.0,0.030000000000000002,0.00024161173334704723,0.0,0.0,0.0,0.0,9.0,0.00024161173334704723,0.0,0.0,0.0,0.0,13.0,0.00047025133132519735,9234.03,0.0,0.0,0.0,0.0,10.0,0.0004472189437364822,9242.62,0.0,0.0,0.0,0.0,9.0,0.0017956550161923224,9154.32,9700.42
2020-10-12,9233.29,9234.43,9233.29,9234.03,7281374.0,0.01,0.08405871134164046,1.0,0.8405152898631059,0.0,0.0,9.0,7.980394810962863e-06,0.0,0.0,0.0,0.0,9.0,0.00024161173334704723,9302.75,0.0,0.0,0.0,0.0,13.0,0.0002493742672063526,9255.85,0.0,0.0,0.0,0.0,5.0,0.00010802034230433959,9170.28,9931.54
