Date,Open,High,Low,Close,Vol.,Change %,sent_score,sent-1,sent-3,sent-7,Close+1,Close+3,Close+7
2021-01-11,11296.980000000001,11299.69,11291.730000000001,11293.22,9576908.0,-0.03,-0.0006018519112937333,0.3458367105545635,0.25877180639146796,0.19643923377093006,11369.019999999999,11420.56,11360.2
2021-01-12,11369.43,11371.96,11369.019999999999,11369.019999999999,18982911.0,0.0,0.3336453284500749,-0.0006018519112937333,0.18699229627448408,0.19645339141005852,11528.25,11417.89,11503.14
2021-01-13,11536.9,11536.9,11525.86,11528.25,32456798.0,-0.07,0.4962812931898953,0.3336453284500749,0.2262933956977816,0.1786951538170827,11420.56,11505.12,11751.47
2021-01-14,11419.67,11421.85,11417.6,11420.56,21478749.0,0.01,0.2920994874653843,0.4962812931898953,0.27644158990955886,0.24226549254417348,11417.89,11319.32,11909.99
2021-01-15,11415.88,11418.01,11415.88,11417.89,6852807.0,0.02,0.1198145066320851,0.2920994874653843,0.3740087030351182,0.2711056680526378,11505.12,11360.2,12780.96
2021-01-16,11498.57,11505.76,11497.26,11505.12,44466171.0,0.060000000000000005,0.22768123046565356,0.1198145066320851,0.30273176242912153,0.25754535779441307,11319.32,11503.14,12968.52
2021-01-17,11316.47,11321.19,11315.77,11319.32,27739103.0,0.030000000000000002,-0.2241025746269669,0.22768123046565356,0.21319840818770766,0.2592509578351947,11360.2,11751.47,12923.07
2021-01-18,11358.33,11373.18,11358.09,11360.2,66305836.0,0.02,-0.11145522539254674,-0.2241025746269669,0.04113105415692395,0.17783105995211893,11503.14,11909.99,13111.73
2021-01-19,11498.590000000002,11505.0,11498.58,11503.14,251044406.0,0.04,-0.13439149619080126,-0.11145522539254674,-0.03595885651795332,0.16199486374051136,11751.47,12780.96,13028.83
2021-01-20,11749.64,11751.47,11748.48,11751.47,34351042.0,0.02,0.1419010275234801,-0.13439149619080126,-0.15664976540343825,0.09513246022038621,11909.99,12968.52,13052.19
2021-01-21,11907.94,11909.99,11907.930000000002,11909.99,14009938.0,0.02,0.28990473388174515,0.1419010275234801,-0.03464856468662259,0.044506707982326886,12780.96,12923.07,13636.17
2021-01-22,12803.94,12809.65,12779.07,12780.96,107438967.0,-0.18000000000000002,0.340461474052366,0.28990473388174515,0.09913808840480803,0.04419317175609272,12968.52,13111.73,13266.4
2021-01-23,12974.25,12976.61,12959.99,12968.52,45674559.0,-0.04,0.34688318515925076,0.340461474052366,0.2574224118191971,0.07571416710184713,12923.07,13028.83,13455.700000000003
2021-01-24,12930.66,12932.52,12923.06,12923.07,12872041.0,-0.06,0.00993836877241847,0.34688318515925076,0.32574979769778734,0.09274301777236102,13111.73,13052.19,13560.1
2021-01-25,13115.33,13118.35,13111.1,13111.73,28063075.0,-0.03,0.27023442072667037,0.00993836877241847,0.23242767599467842,0.1261774382579875,13028.83,13636.17,13791.0
2021-01-26,13021.51,13031.0,13021.5,13028.83,25989245.0,0.06,0.2892691346683673,0.27023442072667037,0.20901865821944657,0.1807045305607328,13052.19,13266.4,13761.5
2021-01-27,13054.07,13058.74,13051.69,13052.19,19912392.0,-0.01,-0.0017830607450579797,0.2892691346683673,0.1898139747224854,0.2412274778263283,13636.17,13455.700000000003,13549.37
2021-01-28,13633.87,13642.97,13633.7,13636.17,36740881.0,0.02,0.03474363750929651,-0.0017830607450579797,0.18590683154999324,0.22070117950225146,13266.4,13560.1,14023.53
2021-01-29,13274.12,13278.069999999998,13266.4,13266.4,12638856.0,-0.06,0.2879035692962394,0.03474363750929651,0.10740990381086864,0.1842495943061874,13455.700000000003,13791.0,14144.01
2021-01-30,13448.72,13458.200000000003,13447.799999999997,13455.700000000003,14259765.0,0.05000000000000001,0.26426680364966154,0.2879035692962394,0.10695471535349267,0.17674132219816927,13560.1,13761.5,15590.02
2021-01-31,13548.86,13560.12,13546.35,13560.1,19307425.0,0.08,0.09642889686620039,0.26426680364966154,0.19563800348506585,0.1649389819825137,13791.0,13549.37,15579.92
2021-02-01,13799.99,13802.84,13790.45,13791.0,25715146.0,-0.07,-0.10632098644586782,0.09642889686620039,0.2161997566040338,0.17729477171019678,13761.5,14023.53,14818.299999999997
2021-02-02,13760.9,13761.5,13750.0,13761.5,2365456.0,0.0,0.20005095712986082,-0.10632098644586782,0.08479157135666475,0.12350114211411992,13549.37,14144.01,15475.1
2021-02-03,13560.540000000003,13560.75,13549.36,13549.37,19346191.0,-0.08,0.018899774175224544,0.20005095712986082,0.06338628918339784,0.11075568818004755,14023.53,15590.02,15328.41
2021-02-04,14005.0,14023.68,14003.19,14023.53,89374665.0,0.13,0.011922687803437144,0.018899774175224544,0.03754324828640589,0.11371037888294507,14144.01,15579.92,15297.209999999997
2021-02-05,14132.069999999998,14150.0,14126.12,14144.01,92547931.0,0.08,0.2456181010119118,0.011922687803437144,0.07695780636950754,0.11045024321067944,15590.02,14818.299999999997,15684.24
2021-02-06,15590.44,15597.08,15573.31,15590.02,8978573.0,0.0,0.3592451216513187,0.2456181010119118,0.09214685433019121,0.10440946202720407,15579.92,15475.1,16291.859999999999
2021-02-07,15570.889999999998,15582.15,15561.29,15579.92,27355234.0,0.05999999999999999,0.36551065995775966,0.3592451216513187,0.20559530348888924,0.11797779317029795,14818.299999999997,15328.41,16320.7
2021-02-08,14814.39,14827.58,14812.18,14818.299999999997,55288552.0,0.03,0.005124025514305688,0.36551065995775966,0.3234579608736634,0.15641804504052073,15475.1,15297.209999999997,16070.45
2021-02-09,15480.94,15483.24,15475.08,15475.1,9177124.0,-0.04,0.01897013818961571,0.005124025514305688,0.24329326904112805,0.17233876103483123,15328.41,15684.24,15957.0
2021-02-10,15311.76,15330.05,15311.76,15328.41,25594857.0,0.11,-0.21912739905928902,0.01897013818961571,0.12986827455389374,0.14647007261479622,15297.209999999997,16291.859999999999,16713.57
2021-02-11,15297.209999999997,15307.189999999999,15296.77,15297.209999999997,21263412.0,0.0,0.4468660890997853,-0.21912739905928902,-0.06501107845178918,0.11246619072415141,15684.24,16320.7,17659.38
2021-02-12,15691.57,15695.51,15680.25,15684.24,35040897.0,-0.05000000000000001,-0.15782225209356207,0.4468660890997853,0.08223627607670404,0.17460096233791544,16291.859999999999,16070.45,17776.12
2021-02-13,16282.46,16300.0,16281.24,16291.859999999999,45508456.0,0.060000000000000005,0.07381581987955052,-0.15782225209356207,0.023305479315644778,0.11696662617999058,16320.7,15957.0,17802.82
2021-02-14,16319.61,16324.95,16315.26,16320.7,49854105.0,0.01,0.20876743731205352,0.07381581987955052,0.12095321896192464,0.07619101164116657,16070.45,16713.57,18655.67
2021-02-15,16068.9,16072.13,16062.29,16070.45,13403542.0,0.01,-0.15401954402341292,0.20876743731205352,0.04158700169934737,0.053799122691779964,15957.0,17659.38,18703.8
2021-02-16,15953.83,15957.0,15947.93,15957.0,19812586.0,0.02,-0.050730498090463996,-0.15401954402341292,0.042854571056063745,0.03106432704353445,16713.57,17776.12,18414.43
2021-02-17,16707.84,16714.45,16695.14,16713.57,63003977.0,0.03,0.20557225281118008,-0.050730498090463996,0.001339131732725582,0.021107093289237346,17659.38,17802.82,18368.0
2021-02-18,17663.37,17669.06,17650.02,17659.38,37074737.0,-0.02,0.1635730457049552,0.20557225281118008,0.0002740702324344387,0.08177847212787578,17776.12,18655.67,19160.01
2021-02-19,17784.46,17784.46,17765.09,17776.12,57810623.0,-0.05,0.3267393811729562,0.1635730457049552,0.10613826680855713,0.041308037357185766,17802.82,18703.8,18719.11
2021-02-20,17800.01,17810.99,17794.94,17802.82,68171774.0,0.02,0.1990309626028018,0.3267393811729562,0.23196155989636388,0.11053112782383123,18655.67,18414.43,17149.47
2021-02-21,18669.53,18674.0,18654.4,18655.67,25015736.0,-0.07,0.29601930742287275,0.1990309626028018,0.22978112982690443,0.12841900535572429,18703.8,18368.0,17139.52
2021-02-22,18680.89,18740.0,18674.22,18703.8,15580729.0,0.12,0.05437112750551022,0.29601930742287275,0.2739298837328769,0.14088355822869844,18414.43,19160.01,18324.334
2021-02-23,18400.37,18441.04,18396.92,18414.43,94001252.0,0.08,-0.280762450525799,0.05437112750551022,0.18314046584372826,0.17065365416140174,18368.0,18719.11,18764.96
2021-02-24,18390.13,18391.96,18368.0,18368.0,28989051.0,-0.12,0.1648958504295782,-0.280762450525799,0.023209328134194667,0.13779194667063963,19160.01,17149.47,19204.09
2021-02-25,19163.97,19171.8,19133.82,19160.01,70636562.0,-0.02,0.0005276725612268503,0.1648958504295782,-0.020498490863570185,0.1319810320446965,18719.11,17139.52,19421.9
2021-02-26,18736.2,18744.46,18712.65,18719.11,92420957.0,-0.09,0.37563344788031827,0.0005276725612268503,-0.03844630917833131,0.10868883588130672,17149.47,18324.334,18650.52
2021-02-27,17141.8,17157.44,17135.34,17149.47,41870486.0,0.04,-0.03506803772045085,0.37563344788031827,0.1803523236237078,0.11567370255378699,17139.52,18764.96,19147.66
2021-02-28,17116.61,17140.0,17104.81,17139.52,49149121.0,0.13,0.10333981360302212,-0.03506803772045085,0.11369769424036476,0.08223098822189379,18324.334,19204.09,19359.4
2021-03-01,18307.756400000002,18329.8544,18307.3816,18324.334,59311231.76,0.0864,0.24419239949929758,0.10333981360302212,0.1479684079209632,0.0547053462476294,18764.96,19421.9,19166.9
2021-03-02,18765.99,18777.55,18753.04,18764.96,35630034.0,-0.01,-0.10135122824742991,0.24419239949929758,0.10415472512728963,0.08182267081817045,19204.09,18650.52,18324.11
2021-03-03,19202.3,19225.38,19202.3,19204.09,3169796.0,0.01,0.12375395618773136,-0.10135122824742991,0.08206032828496329,0.10745284542936603,19421.9,19147.66,18541.28
