Date,Open,High,Low,Close,Vol.,Change %,sent_score,sent-1,sent-3,sent-7,Close+1,Close+3,Close+7
2020-10-03,9085.67,9087.99,9082.27,9086.54,45315916.0,0.01,0.001828316184401034,0.15134675802877465,0.15153130183288122,0.15191975020717424,9058.26,9069.41,9232.43
2020-10-04,9070.24,9070.24,9057.62,9058.26,2853547.0,-0.13,0.0017956550161923224,0.001828316184401034,0.15153130183288122,0.15191975020717424,9135.46,9344.2,9288.34
2020-10-05,9128.82,9140.0,9128.82,9135.46,62097433.0,0.07,0.00010802034230433959,0.0017956550161923224,0.15153130183288122,0.15191975020717424,9069.41,9257.39,9234.03
2020-10-06,9086.94,9095.07,9067.44,9069.41,269833291.0,-0.19000000000000003,0.00011383370413868634,0.00010802034230433959,0.0012439971809658987,0.15191975020717424,9344.2,9436.06,9302.75
2020-10-07,9341.48,9344.36,9338.2,9344.2,46868863.0,0.03,0.0006494433246189012,0.00011383370413868634,0.0006725030208784495,0.15191975020717424,9257.39,9232.43,9242.62
2020-10-08,9257.13,9258.04,9256.92,9257.39,8660599.0,0.0,0.0004472189437364822,0.0006494433246189012,0.0002904324570206424,0.15191975020717424,9436.06,9288.34,9255.85
2020-10-09,9437.06,9437.99,9435.08,9436.06,12183727.0,-0.01,0.0002493742672063526,0.0004472189437364822,0.0004034986574980232,0.15191975020717424,9232.43,9234.03,9197.6
2020-10-10,9232.45,9235.03,9231.73,9232.43,12916999.0,0.0,0.00047025133132519735,0.0002493742672063526,0.0004486788451872453,0.0007416945403711597,9288.34,9302.75,9133.72
2020-10-11,9285.35,9288.73,9285.0,9288.34,9933757.0,0.030000000000000002,0.00024161173334704723,0.00047025133132519735,0.0003889481807560107,0.0005476852756460402,9234.03,9242.62,9154.32
2020-10-12,9233.29,9234.43,9233.29,9234.03,7281374.0,0.01,0.08405871134164046,0.00024161173334704723,0.0003204124439595324,0.0003256790923824295,9302.75,9255.85,9170.28
2020-10-13,9298.47,9305.0,9298.46,9302.75,109816846.0,0.05,0.0001740107909426774,0.08405871134164046,0.02825685813543757,0.012318634949430446,9242.62,9197.6,9208.99
2020-10-14,9242.89,9243.15,9240.0,9242.62,14447544.0,0.0,0.0003930991944798378,0.0001740107909426774,0.028158111288643397,0.01232723167611673,9255.85,9133.72,9160.78
2020-10-15,9253.58,9255.87,9253.58,9255.85,10466544.0,0.02,0.0014521099323106588,0.0003930991944798378,0.028208607109020994,0.012290611086096864,9197.6,9154.32,9390.0
2020-10-16,9198.0,9198.02,9196.74,9197.6,21470021.0,0.0,0.02922447964242149,0.0014521099323106588,0.000673073305911058,0.01243416694160746,9133.72,9170.28,9518.16
2020-10-17,9133.57,9135.13,9133.57,9133.72,12890839.0,0.0,0.00023871202189610646,0.02922447964242149,0.010356562923070661,0.016573467709495335,9154.32,9208.99,9603.27
2020-10-18,9154.77,9154.96,9154.08,9154.32,8154797.0,0.0,0.0014107203819245363,0.00023871202189610646,0.010305100532209416,0.016540390665291182,9170.28,9160.78,9537.8
2020-10-19,9169.66,9171.07,9169.53,9170.28,7660319.0,0.01,9.175502782453675e-05,0.0014107203819245363,0.010291304015414044,0.01670740618651654,9208.99,9390.0,9700.42
2020-10-20,9207.47,9208.99,9207.31,9208.99,12899296.0,0.02,0.00022419998796455192,9.175502782453675e-05,0.0005803958105483932,0.0047121267131142635,9160.78,9518.16,9931.54
2020-10-21,9160.87,9161.31,9159.99,9160.78,7655184.0,0.0,0.14284468627946417,0.00022419998796455192,0.0005755584659045417,0.004719296598403103,9390.0,9603.27,11029.96
2020-10-22,9385.04,9390.0,9385.04,9390.0,28258018.0,0.05,0.0018080848484797304,0.14284468627946417,0.047720213765084424,0.025069523324829434,9518.16,9537.8,10906.27
2020-10-23,9527.25,9527.74,9517.99,9518.16,67589405.0,-0.1,0.0001639110201861896,0.0018080848484797304,0.048292323705302814,0.025120376884282158,9603.27,9700.42,11100.53
2020-10-24,9604.48,9606.71,9603.27,9603.27,30292955.0,-0.01,0.00024604153804826774,0.0001639110201861896,0.04827222738271003,0.020968867081105687,9537.8,9931.54,11099.61
2020-10-25,9542.16,9542.16,9537.17,9537.8,12352774.0,-0.05,0.0004276339106062079,0.00024604153804826774,0.0007393458022380626,0.02096991415484171,9700.42,11029.96,11335.46
2020-10-26,9699.77,9702.26,9699.55,9700.42,1660862.0,0.01,0.00032779172882631963,0.0004276339106062079,0.0002791954896135551,0.020829473230367667,9931.54,10906.27,11801.17
2020-10-27,9929.16,9931.55,9928.52,9931.54,11470491.0,0.02,0.00032783568603917264,0.00032779172882631963,0.00033382239249359844,0.020863192759082206,11029.96,11100.53,11071.35
2020-10-28,11028.76,11031.22,11020.0,11029.96,41147921.0,0.01,0.0003009614897150956,0.00032783568603917264,0.00036108710849056674,0.02087799785880715,10906.27,11099.61,11219.81
2020-10-29,10912.12,10912.38,10906.27,10906.27,40363514.0,-0.05,0.00017053972468209546,0.0003009614897150956,0.0003188629681935293,0.000514608603128712,11100.53,11335.46,11191.97
2020-10-30,11101.31,11108.5,11100.4,11100.53,25173722.0,-0.01,0.047899214324388574,0.00017053972468209546,0.0002664456334787879,0.0002806735854433355,11099.61,11801.17,11744.91
2020-10-31,11097.24,11100.0,11095.47,11099.61,16062321.0,0.02,0.0005278106707717243,0.047899214324388574,0.01612357184626192,0.00710000262890082,11335.46,11071.35,11762.46
2020-11-01,11329.99,11340.0,11329.99,11335.46,24173454.0,0.05,0.0001526014511909791,0.0005278106707717243,0.016199188239947464,0.0071402553621470275,11801.17,11219.81,11594.23
2020-11-02,11809.99,11811.78,11795.74,11801.17,58018887.0,-0.07,0.0009935382252230776,0.0001526014511909791,0.016193208815450427,0.007100965010801995,11071.35,11191.97,11761.41
2020-11-03,11076.83,11076.83,11052.8,11071.35,4092165.0,-0.05,0.0001478057374697252,0.0009935382252230776,0.000557983449061927,0.007196071653144389,11219.81,11744.91,11681.68
2020-11-04,11221.97,11223.59,11216.66,11219.81,25756812.0,-0.02,0.0005802966406917629,0.0001478057374697252,0.0004313151379612607,0.007170353089063039,11191.97,11762.46,11892.92
2020-11-05,11190.65,11193.090000000002,11181.64,11191.97,16959756.0,0.01,0.00017763927826307065,0.0005802966406917629,0.0005738802011281886,0.007210258110631134,11744.91,11594.23,11392.08
2020-11-06,11743.25,11747.01,11741.44,11744.91,41033786.0,0.01,0.00045206745874432395,0.00017763927826307065,0.0003019138854748529,0.007211272332571274,11762.46,11761.41,11564.33
2020-11-07,11762.31,11762.48,11757.18,11762.46,26837649.0,0.0,0.0002366301710329117,0.00045206745874432395,0.00040333445923305245,0.0004331084946220948,11594.23,11681.68,11780.0
2020-11-08,11595.88,11595.99,11590.54,11594.23,11895714.0,-0.01,0.034577055486913776,0.0002366301710329117,0.00028877896934676877,0.00039151128037369305,11761.41,11892.92,11760.54
2020-11-09,11763.73,11769.81,11760.3,11761.41,27565291.0,-0.02,0.0005204343935474549,0.034577055486913776,0.011755251038897003,0.0053092904283340925,11681.68,11392.08,11852.4
2020-11-10,11678.7,11685.78,11678.64,11681.68,28130764.0,0.03,0.00048517712857572336,0.0005204343935474549,0.011778040017164712,0.005241704166666146,11892.92,11564.33,11911.0
2020-11-11,11889.35,11892.92,11889.02,11892.92,41904586.0,0.030000000000000002,0.000818135680068108,0.00048517712857572336,0.011860889003012319,0.0052899000796812895,11392.08,11780.0,12281.13
2020-11-12,11393.58,11395.49,11390.0,11392.08,42777251.0,-0.01,0.0005201819335019629,0.000818135680068108,0.000607915734063762,0.005323877085306481,11564.33,11760.54,11945.01
2020-11-13,11564.0,11564.57,11561.77,11564.33,18317349.0,0.0,0.08861455613587167,0.0005201819335019629,0.0006078315807152647,0.005372811750340609,11780.0,11852.4,11754.59
2020-11-14,11760.85,11780.0,11756.83,11780.0,62279138.0,0.16,0.000415830299607477,0.08861455613587167,0.029984291249813916,0.017967452989930226,11760.54,11911.0,11853.55
2020-11-15,11757.8,11760.86,11757.8,11760.54,12990776.0,0.02,0.0014117825830908001,0.000415830299607477,0.02985018945632704,0.017993053008298027,11852.4,12281.13,11531.34
2020-11-16,11862.22,11862.22,11847.07,11852.4,34460567.0,-0.08,0.0008452386698788879,0.0014117825830908001,0.030147389672856652,0.013255156879180458,11911.0,11945.01,11662.96
2020-11-17,11908.4,11912.519999999999,11908.4,11911.0,15307209.0,0.02,0.00014553112244659506,0.0008452386698788879,0.0008909505175257217,0.013301557490084949,12281.13,11754.59,11648.13
2020-11-18,12271.02,12282.139999999998,12270.32,12281.13,37282675.0,0.08,0.00043747468258844636,0.00014553112244659506,0.0008008507918054276,0.0132530366320665,11945.01,11853.55,11748.2
2020-11-19,11964.72,11964.73,11945.01,11945.01,59274053.0,-0.16,0.0018298847784395643,0.00043747468258844636,0.0004760814916379764,0.013198656489569405,11754.59,11531.34,11318.42
2020-11-20,11729.2,11758.0,11728.97,11754.59,88128479.0,0.22,0.006650709520423929,0.0018298847784395643,0.0008042968611582018,0.013385756895989063,11853.55,11662.96,11461.43
2020-11-21,11855.180000000002,11856.22,11852.460000000001,11853.55,32470163.0,-0.01,0.0014782786295524527,0.006650709520423929,0.00297268966048398,0.0016766359509250998,11531.34,11648.13,11330.38
2020-11-22,11524.17,11531.73,11522.21,11531.34,32449126.0,0.05999999999999999,0.0006120699353314916,0.0014782786295524527,0.0033196243094719825,0.0018284142837743822,11662.96,11748.2,11526.909999999998
2020-11-23,11673.61,11673.61,11662.25,11662.96,53810366.0,-0.09,5.135267120849962e-05,0.0006120699353314916,0.0029136860284359575,0.0017141696198087668,11648.13,11318.42,11465.84
2020-11-24,11648.3,11648.3,11646.38,11648.13,1264941.0,0.0,0.0010937132628896346,5.135267120849962e-05,0.0007139004120308147,0.0016007573342844256,11748.2,11461.43,11677.252499999999
2020-11-25,11751.91,11752.93,11747.24,11748.2,36869329.0,-0.029999999999999995,-0.00010128855170812647,0.0010937132628896346,0.000585711956476542,0.0017362119257762884,11318.42,11330.38,11921.97
2020-11-26,11325.289999999999,11326.11,11315.569999999998,11318.42,61900061.0,-0.06,0.09521035726356786,-0.00010128855170812647,0.0003479257941300026,0.0016592457494482066,11461.43,11526.909999999998,11388.54
2020-11-27,11456.06,11464.39,11448.7,11461.43,65669254.0,0.05,0.2020457809439077,0.09521035726356786,0.03206759399158312,0.014999313247323677,11330.38,11465.84,10140.850000000002
2020-11-28,11301.5,11330.39,11301.49,11330.38,77047081.0,0.26,0.17574887902005035,0.2020457809439077,0.09905161655192248,0.04291289487924993,11526.909999999998,11677.252499999999,10446.25
2020-11-29,11533.13,11533.159999999998,11521.62,11526.909999999998,24211075.0,-0.05000000000000001,0.24386308466970755,0.17574887902005035,0.157668339075842,0.06780869493503534,11465.84,11921.97,10166.69
2020-11-30,11469.8,11470.86,11464.8,11465.84,30672877.0,-0.03,0.09402138836594533,0.24386308466970755,0.20721924821122187,0.10255883989708907,11677.252499999999,11388.54,10256.2
2020-12-01,11677.592,11683.442500000001,11675.1325,11677.252499999999,48254233.85,-0.001,0.004528185025628765,0.09402138836594533,0.1712111173519011,0.11598313071062291,11921.97,10140.850000000002,10373.44
2020-12-02,11922.12,11926.96,11921.97,11921.97,63653677.0,0.0,-0.07865084467001987,0.004528185025628765,0.1141375526870939,0.11647376953387135,11388.54,10446.25,10126.65
2020-12-03,11390.69,11395.28,11386.33,11388.54,37803414.0,-0.02,0.08295025683736848,-0.07865084467001987,0.0066329095738514076,0.10525240437411253,10140.850000000002,10166.69,10219.2
2020-12-04,10151.869999999999,10165.109999999999,10135.24,10140.850000000002,13806591.0,-0.11,-0.27426417814925885,0.08295025683736848,0.0029425323976591256,0.10350096145608403,10446.25,10256.2,10336.87
2020-12-05,10451.21,10452.16,10444.65,10446.25,31641125.0,-0.05,-0.318815762870751,-0.27426417814925885,-0.08998825532730341,0.035456681585631686,10166.69,10373.44,10387.89
2020-12-06,10164.48,10170.0,10158.36,10166.69,3773715.0,0.02,-0.16587496505114055,-0.318815762870751,-0.17004322806088043,-0.03519541011305422,10256.2,10126.65,10440.92
2020-12-07,10252.17,10256.2,10246.63,10256.2,8799836.0,0.04,-0.016663535687257564,-0.16587496505114055,-0.25298496869038345,-0.09372941721603252,10373.44,10219.2,10332.83
2020-12-08,10371.06,10376.19,10368.85,10373.44,68914879.0,0.02,0.12875958525592068,-0.016663535687257564,-0.16711808786971635,-0.10954154922363293,10126.65,10336.87,10671.77
2020-12-09,10121.1,10129.97,10115.97,10126.65,38232859.0,0.05,0.0008724401225415165,0.12875958525592068,-0.01792630516082579,-0.09179420633359123,10219.2,10387.89,10785.31
2020-12-10,10220.66,10222.94,10216.22,10219.2,15710711.0,-0.01,0.1752652198655679,0.0008724401225415165,0.037656163230401565,-0.08043373707751102,10336.87,10440.92,10954.01
2020-12-11,10341.99,10342.69,10336.86,10336.87,32644303.0,-0.05,0.2786602875625249,0.1752652198655679,0.1016324150813434,-0.06724588521633969,10387.89,10332.83,10939.99
2020-12-12,10387.39,10391.8,10384.44,10387.89,19680155.0,0.0,0.24149076996218355,0.2786602875625249,0.15159931585021147,0.011743324171058,10440.92,10671.77,10933.39
2020-12-13,10439.99,10442.2,10438.75,10440.92,2828416.0,0.01,-0.1204051353533941,0.24149076996218355,0.2318054257967588,0.09178711457576294,10332.83,10785.31,11080.65
2020-12-14,10322.79,10332.84,10322.77,10332.83,48925728.0,0.10000000000000002,-0.06053025029420194,-0.1204051353533941,0.1332486407237715,0.09828280453258385,10671.77,10954.01,10920.28
2020-12-15,10671.44,10675.34,10668.57,10671.77,26331978.0,0.0,0.24166850915126917,-0.06053025029420194,0.02018512810486254,0.09201613101730609,10785.31,10939.99,10417.22
2020-12-16,10782.0,10787.24,10782.0,10785.31,30164019.0,0.029999999999999995,-0.0038678312825636547,0.24166850915126917,0.020244374501224415,0.10814597728807017,10954.01,10933.39,10529.61
2020-12-17,10947.22,10954.019999999999,10943.47,10954.01,18153999.0,0.06,0.45019519478591974,-0.0038678312825636547,0.05909014252483457,0.10746879565876942,10939.99,11080.65,10241.46
2020-12-18,10938.3,10940.0,10938.3,10939.99,23586271.0,0.02,0.1503091559465247,0.45019519478591974,0.2293319575515418,0.14674450636167682,10933.39,10920.28,10736.32
2020-12-19,10932.09,10935.01,10932.03,10933.39,27373836.0,0.01,0.10580218237601004,0.1503091559465247,0.198878839816627,0.12840863041653391,11080.65,10417.22,10686.67
2020-12-20,11077.76,11083.84,11077.75,11080.65,11171953.0,0.03,0.28090223186466445,0.10580218237601004,0.23543551103615154,0.10902454647565199,10920.28,10529.61,10728.6
2020-12-21,10921.47,10921.96,10918.91,10920.28,18770037.0,-0.01,-0.16319614702903584,0.28090223186466445,0.1790045233957331,0.1663541703639461,10417.22,10241.46,10774.25
2020-12-22,10425.05,10426.75,10410.0,10417.22,63682121.0,-0.08,0.19842875256209583,-0.16319614702903584,0.07450275573721292,0.15168761368754127,10529.61,10736.32,10696.12
2020-12-23,10529.2,10531.83,10527.45,10529.61,10696879.0,0.0,0.06493260368833118,0.19842875256209583,0.10537827913257486,0.1455105056033736,10241.46,10686.67,10840.48
2020-12-24,10232.42,10241.46,10227.99,10241.46,3062198.0,0.09,-0.06476614325219998,0.06493260368833118,0.03338840307379709,0.1553391391706443,10736.32,10728.6,10776.59
2020-12-25,10728.69,10739.65,10728.36,10736.32,28890106.0,0.07,0.07652273294066121,-0.06476614325219998,0.06619840433274238,0.08177323373662719,10686.67,10774.25,10619.13
2020-12-26,10681.54,10687.58,10681.54,10686.67,7567685.0,0.05,0.06394369361369172,0.07652273294066121,0.025563064458930838,0.07123231616436099,10728.6,10696.12,10570.4
2020-12-27,10729.3,10730.36,10726.569999999998,10728.6,37587028.0,-0.01,0.002658104210630476,0.06394369361369172,0.025233427767384353,0.06525253205545838,10774.25,10840.48,10542.06
2020-12-28,10774.09,10774.59,10772.08,10774.25,32952592.0,0.0,0.47099976351819356,0.002658104210630476,0.047708176921661176,0.02550337096202495,10696.12,10776.59,10666.63
2020-12-29,10691.47,10698.56,10690.21,10696.12,39528098.0,0.04,0.29803924765974443,0.47099976351819356,0.1792005204475053,0.11610278675448628,10840.48,10619.13,10792.21
2020-12-30,10841.41,10841.44,10837.96,10840.48,6976383.0,-0.01,0.06394018705323104,0.29803924765974443,0.2572323717961895,0.1303328574827218,10776.59,10570.4,10599.66
2020-12-31,10768.19,10777.87,10768.19,10776.59,36878778.0,0.08,-0.06115319124647714,0.06394018705323104,0.277659732743723,0.13019108367770751,10619.13,10542.06,10666.39
2021-01-02,10622.319999999998,10623.0,10619.13,10619.13,22382855.0,-0.03,0.2617221306983473,-0.06115319124647714,0.10027541448883281,0.13070721967852506,10570.4,10666.63,10925.57
2021-01-03,10569.23,10570.41,10569.23,10570.4,16838382.0,0.01,-0.5155038326811336,0.2617221306983473,0.08816970883503378,0.15716427650105164,10542.06,10792.21,11050.64
2021-01-04,10537.81,10543.5,10537.81,10542.06,9310716.0,0.04,-0.0007009553851925545,-0.5155038326811336,-0.1049782977430878,0.07438605845893374,10666.63,10599.66,11293.22
2021-01-05,10673.34,10674.55,10666.32,10666.63,23374033.0,-0.06,0.45795299160090513,-0.0007009553851925545,-0.08482755245599294,0.0739061928023876,10792.21,10666.39,11369.019999999999
2021-01-06,10786.0,10792.29,10786.0,10792.21,25072909.0,0.06,0.051288922100260016,0.45795299160090513,-0.01941726548847365,0.07204236824277495,10599.66,10925.57,11528.25
2021-01-07,10597.81,10602.42,10596.22,10599.66,31983085.0,0.02,0.090218258906134,0.051288922100260016,0.1695136527719909,0.03679232173427718,10666.39,11050.64,11420.56
2021-01-08,10669.84,10670.56,10666.39,10666.39,1533177.0,-0.03,0.21473667843965813,0.090218258906134,0.1998200575357664,0.0405463319989776,10925.57,11293.22,11417.89
2021-01-09,10926.32,10926.33,10916.51,10925.57,37111197.0,-0.01,0.21574203018018226,0.21473667843965813,0.11874795314868408,0.07995917052556835,11050.64,11369.019999999999,11505.12
2021-01-10,11052.75,11052.76,11050.6,11050.64,12944305.0,-0.02,0.3458367105545635,0.21574203018018226,0.1735656558419915,0.07339058473725905,11293.22,11528.25,11319.32
